"","VDC_Jur","NAME_1","NAME_2","NAME_3","Frst_size","CF_area","CF","PropCommFrst","NM_2015","Ppl2022","Ppl2015","RoadDensity","Deprvtn","Slope2022","PrecipAnom","MedGapSize_M","MedGapDist_M","TotalGapSize_ha","NGaps","PreGapArea_Ha","PreGapN","MedLossSize_M","MedLossDist_M","TotaLossSize_Ha","NLosses"
"348","Banke_Naubasta","Mid-Western","Bheri","Banke",1875.99159908,0,FALSE,0,-4216.82202148438,25003,23302,2.53721857981304,75.9271850585938,174,1.458311162,46.5179276484996,24.2702563366448,21.4013882599842,557,19.8884008625956,541,83.7553701847792,154.05480973026,0.728603197015822,40
"349","Banke_Nepalgunj","Mid-Western","Bheri","Banke",1.776475807,926.63,TRUE,1,-12247.5234375,77044,87866,10.4795357081106,47.6445426940918,151,1.316006923,37.2903137616813,15.0634266087903,0.110938175224513,13,0.110938175224513,13,NA,NA,NA,NA
"350","Banke_Paraspur","Mid-Western","Bheri","Banke",0,0,FALSE,NA,-12247.5234375,6214,7190,3.53111039614854,76.1852989196777,148,1.305434189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"351","Banke_Phatepur","Mid-Western","Bheri","Banke",4598.03532463,0,FALSE,0,-443.542663574219,20421,20409,1.84589855828368,77.8191146850586,148,1.33051269,37.2981448322535,90.0187166951366,76.0718652959699,2769,75.3682643466411,2742,83.8801518417895,420.162756651923,2.67571075343601,176
"352","Banke_Piparhawa","Mid-Western","Bheri","Banke",0,0,FALSE,NA,-12247.5234375,6456,6556,4.86012018776109,75.256275177002,147,1.313653616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"353","Banke_Puraina","Mid-Western","Bheri","Banke",0.016088531,0,FALSE,0,-13270.28515625,6981,6795,3.41891370253839,75.6930618286133,147,1.326276876,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"354","Banke_Puraini","Mid-Western","Bheri","Banke",0,0,FALSE,NA,-13270.28515625,7511,5677,4.09950116389752,73.519344329834,151,1.349995981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"355","Banke_Radhapur","Mid-Western","Bheri","Banke",9.766970599,0,FALSE,0,-2470.48193359375,3679,4057,4.41538894551426,71.6298370361328,143,1.237071187,18.6385158002377,20.1647742643525,0.279578905025311,43,0.371840146984346,55,NA,NA,NA,NA
"356","Banke_Rajhena","Mid-Western","Bheri","Banke",1204.370975645,0,FALSE,0,-7299.94866943359,33592,27136,4.71067348368124,63.9010772705078,170,1.449077384,37.2275370601565,25.8389561817777,4.37869499718696,85,4.37869499718696,85,502.479007571936,60.2818561003812,0.0502479007571936,1
"357","Banke_Raniyapur","Mid-Western","Bheri","Banke",0,0,FALSE,NA,-9708.96484375,6343,7613,3.26804901801266,83.7429428100586,153,1.366255384,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"358","Banke_Saigaun","Mid-Western","Bheri","Banke",0,0,FALSE,NA,-14718.0053710938,5858,7729,3.25214516932198,78.0314559936523,146,1.265185119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"359","Banke_Samserganj","Mid-Western","Bheri","Banke",44.299473847,0,FALSE,0,-6039.71228027344,10926,10618,2.67711072702898,72.2771224975586,159,1.411003209,18.6227781660855,9.72459644400557,0.400455908599868,37,0.400455908599868,37,NA,NA,NA,NA
"360","Banke_Sitapur","Mid-Western","Bheri","Banke",33.292878337,0,FALSE,0,-5056.0068359375,11971,10494,4.35113027480509,73.096923828125,144,1.255016324,18.6374161858112,12.1004458678198,0.769681572540477,94,0.84142525007166,103,NA,NA,NA,NA
"361","Banke_Sonapur","Mid-Western","Bheri","Banke",6.753379544,0,FALSE,0,-4820.14916992188,10019,9685,3.46966273966689,76.8462066650391,150,1.307273046,9.31456988304853,8.64071514426573,0.328738435614109,26,0.328738435614109,26,NA,NA,NA,NA
"362","Banke_Titihiriya","Mid-Western","Bheri","Banke",24.877841759,0,FALSE,0,-7185.4287109375,11338,10752,2.98267405383172,77.6289329528809,153,1.376980201,18.6177884880453,11.171284052388,1.1850282475993,72,1.71002885913029,74,NA,NA,NA,NA
"363","Banke_Udarapur","Mid-Western","Bheri","Banke",119.203765893,0,FALSE,0,-2585.52490234375,12604,13834,3.3578365419935,78.4293670654297,147,1.224443077,18.6289231665432,12.6479877116624,0.27383764669653,34,0.277563581136242,35,NA,NA,NA,NA
"364","Banke_Udayapur","Mid-Western","Bheri","Banke",18.742423692,0,FALSE,0,-13270.28515625,5316,4407,2.86374395046556,76.8662109375,147,1.321495433,9.32403776422143,11.9537770212126,0.150114930776879,35,0.150114930776879,35,NA,NA,NA,NA
"365","Bara_Amarpatti","Central","Narayani","Bara",0,0,FALSE,NA,-5234.81298828125,5527,4492,3.93944566260615,64.1100425720215,88,1.887075206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366","Bara_Amlekhganj","Central","Narayani","Bara",9802.54442838,1396.76,TRUE,0.142489535263533,-455.703308105469,10698,8063,0.754869351256029,76.0364799499512,409,1.846576359,122.010739260353,114.80432660665,61.9822465496611,1174,61.292927886072,1173,84.5138387046754,32.520288725808,1.15737502372935,35
"367","Bara_Amritgang","Central","Narayani","Bara",2.014553794,0,FALSE,0,-5691.76416015625,9595,9920,6.06454574772369,59.0783615112305,82,1.837737167,9.41806403547525,12.4875260463722,0.103598396904953,7,0.103598396904953,7,NA,NA,NA,NA
"368","Bara_Avab","Central","Narayani","Bara",3.257370937,0,FALSE,0,-5069.98791503906,6274,6212,3.43863978074,80.3077087402344,104,1.891033183,23.5107016684487,4.95391591461895,0.0347959513269365,8,0.0347959513269365,8,126.958100058138,17.4029147494137,0.0253916200116277,2
"369","Bara_Babuain","Central","Narayani","Bara",0,0,FALSE,NA,-10130.9775390625,3418,4157,2.90793559307893,69.2284927368164,91,1.842532468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"370","Bara_Bachhanpurwa","Central","Narayani","Bara",0,0,FALSE,NA,-5069.98791503906,4024,5600,2.75854445315156,76.1384506225586,101,1.881884627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"371","Bara_BadakiFulbariya","Central","Narayani","Bara",0,0,FALSE,NA,-16464.4880371094,9622,12044,2.87054826481575,70.7100524902344,82,1.78863574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"372","Bara_Bagahi","Central","Narayani","Bara",0,0,FALSE,NA,-12893.8247070312,5217,4195,3.44879942906527,73.8769149780273,83,1.864916773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"373","Bara_Bahuari","Central","Narayani","Bara",0,0,FALSE,NA,10478.2807617188,6709,5967,6.88240373821829,44.9802646636963,91,1.814343014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"374","Bara_Balirampur","Central","Narayani","Bara",12.35390069,0,FALSE,0,-14660.3247070312,7498,8564,3.70806574227961,74.9893951416016,90,1.831205206,28.2296427004039,11.1376946432067,0.614537740798108,31,0.614537740798108,31,NA,NA,NA,NA
"375","Bara_Banjariya","Central","Narayani","Bara",11.594025809,0,FALSE,0,-7393.74658203125,6623,7209,4.34746788310628,72.2998199462891,100,1.846613081,18.8085714094341,11.2088532402067,0.545469407471642,56,0.545469407471642,56,NA,NA,NA,NA
"376","Bara_Barainiya","Central","Narayani","Bara",8.25529226,0,FALSE,0,-1921.4111328125,4744,6183,4.95735046187177,71.7060775756836,86,1.703774645,18.8214102312922,6.22629924499366,0.147747614246048,44,0.147747614246048,44,NA,NA,NA,NA
"377","Bara_Bariyarpur","Central","Narayani","Bara",10.637484557,0,FALSE,0,-11138.48828125,11599,13985,5.58327859052532,69.1758117675781,93,1.877798125,18.8214126266539,9.16277434712468,0.69536711487975,44,0.69536711487975,44,NA,NA,NA,NA
"378","Bara_Batara","Central","Narayani","Bara",0,0,FALSE,NA,-1921.4111328125,4875,9742,4.82475156633025,72.0019378662109,87,1.703260195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"379","Bara_Beldari","Central","Narayani","Bara",3.922712537,0,FALSE,0,-7997.66015625,6115,5702,4.11517315001147,63.0077953338623,79,1.831949687,51.8061900734901,9.42081025679767,0.010361238014698,2,0.010361238014698,2,NA,NA,NA,NA
"380","Bara_Benauli","Central","Narayani","Bara",0,0,FALSE,NA,-13689.4243164062,5566,6139,5.15575896088714,72.4365005493164,83,1.871912605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"381","Bara_Bhaganpur","Central","Narayani","Bara",5.269047248,0,FALSE,0,-25530.7553710938,11299,14103,3.67380607772142,75.7443504333496,87,1.892933358,42.3522768421099,11.2372504750973,0.207998084037192,16,0.207998084037192,16,NA,NA,NA,NA
"382","Bara_Bhagwanpur","Central","Narayani","Bara",5.175087718,0,FALSE,0,-11138.48828125,4854,5622,5.20723172706838,NA,93,1.882379678,18.8191416598856,14.5298467461969,0.223004344942793,22,0.223004344942793,22,NA,NA,NA,NA
"383","Bara_BhaluyeeArwaliya","Central","Narayani","Bara",13.399157855,0,FALSE,0,8556.86962890625,7661,2873,5.48182187640797,69.0226364135742,90,1.805954875,18.8144864272326,8.70783066982953,1.02071108543817,54,1.02071108543817,54,NA,NA,NA,NA
"384","Bara_BharatganjSigaul","Central","Narayani","Bara",4712.45498696,0,FALSE,0,-1234.66015625,4338,6266,1.28332721838125,74.659553527832,181,1.858586782,37.5915482435375,308.084819878611,38.0475658208033,2164,38.1104438636798,2174,84.5758679844439,26.9650243702134,1.31072741292343,56
"385","Bara_Bhatauda","Central","Narayani","Bara",1.380798098,0,FALSE,0,-13636.0703125,7952,7749,4.48673062581278,63.7130737304688,98,1.812920567,14.1089711897075,9.15144969193263,0.0592577527321875,8,0.0592577527321875,8,NA,NA,NA,NA
"386","Bara_Bhodaha","Central","Narayani","Bara",0,0,FALSE,NA,-9288.78979492188,7423,8201,3.82022423330164,76.0766754150391,111,1.898294381,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"387","Bara_Bishrampur","Central","Narayani","Bara",2.324045025,0,FALSE,0,1600.42529296875,8668,7596,4.43468188216831,64.5327987670898,85,1.669164782,70.574411790818,4.90458025465921,0.0978628466749564,8,0.0978628466749564,8,NA,NA,NA,NA
"388","Bara_Bishunpur","Central","Narayani","Bara",0,0,FALSE,NA,-13689.4243164062,4595,5192,5.54738182752278,68.1695175170898,82,1.86538203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"389","Bara_Bishunpurwa","Central","Narayani","Bara",0,0,FALSE,NA,-12034.7681884766,6981,6274,3.1130154322571,71.3993453979492,97,1.903671339,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"390","Bara_Buniyad","Central","Narayani","Bara",0,0,FALSE,NA,-7393.74658203125,4829,6791,3.42452211144001,73.620361328125,97,1.856332555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"391","Bara_Chhatapipra","Central","Narayani","Bara",3.95857332,0,FALSE,0,-6285.52038574219,9341,8213,4.22768546459528,63.0348529815674,103,1.807140709,28.2051270995289,15.2401334558464,0.336578907051869,28,0.336578907051869,28,NA,NA,NA,NA
"392","Bara_Chhatawa","Central","Narayani","Bara",0.018387741,0,FALSE,0,-1921.4111328125,6651,6802,2.85835956343942,67.5718231201172,85,1.703600044,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"393","Bara_Dahiyar","Central","Narayani","Bara",0,0,FALSE,NA,-8280.35168457031,8472,8606,3.58914249423344,72.3636627197266,96,1.863731632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"394","Bara_Dewapur","Central","Narayani","Bara",0,0,FALSE,NA,-10926.5771484375,4636,5668,3.42222897234172,62.4336318969727,87,1.847957927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"395","Bara_Dharmanagar","Central","Narayani","Bara",54.210506109,0,FALSE,0,-3521.83642578125,5894,6438,4.10431590625367,74.6654815673828,90,1.73255615,28.2318227123469,13.3014056484851,1.49812807985824,142,1.49812807985824,142,NA,NA,NA,NA
"396","Bara_Dohari","Central","Narayani","Bara",0,0,FALSE,NA,-6242.32373046875,3249,5795,2.70332165856606,81.9370346069336,105,1.903491888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"397","Bara_Dumarwana","Central","Narayani","Bara",1500.93963048,0,FALSE,0,-3046.46606445312,24642,25802,3.89546075252762,68.9902610778809,138,1.929576425,28.1903326688334,25.9518820625597,18.0220913782438,1140,17.9854541384995,1138,84.5648486558348,112.418121672658,0.727185339953005,50
"398","Bara_Fatepur","Central","Narayani","Bara",0,0,FALSE,NA,-1938.23986816406,8603,10373,2.47821552415551,70.7624206542969,116,1.833645468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"399","Bara_Gadhahal","Central","Narayani","Bara",0,0,FALSE,NA,-7272.84094238281,3791,3837,4.71833986234215,68.2418060302734,96,1.891584355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"400","Bara_Ganjbhawanipur","Central","Narayani","Bara",0,0,FALSE,NA,-6242.32373046875,5632,7637,6.64277930680722,56.2488861083984,99,1.862276621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"401","Bara_Golaganj","Central","Narayani","Bara",1.850404636,0,FALSE,0,-5691.76416015625,5439,6093,3.66267417941308,69.7464065551758,83,1.837737167,9.41924842447042,7.49207377068386,0.0291996825618669,10,0.0291996825618669,10,NA,NA,NA,NA
"402","Bara_Haraiya","Central","Narayani","Bara",1791.92382916,0,FALSE,0,-17214.2161865234,8923,11669,3.01647542261409,75.1663055419922,128,1.909964262,28.1945408862084,73.6449764982631,18.5599365529995,1015,16.048797917017,1000,84.5956497248262,236.11191294793,1.35341501891762,102
"403","Bara_Hardiya","Central","Narayani","Bara",0,0,FALSE,NA,-18128.6376953125,5471,6199,3.16710190344332,82.0426750183105,84,1.852044083,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"404","Bara_Hariharpur","Central","Narayani","Bara",0,0,FALSE,NA,-10926.5771484375,8744,6559,5.59757803264732,67.2010345458984,84,1.860599894,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","Bara_Inarwamal","Central","Narayani","Bara",0,0,FALSE,NA,-5234.81298828125,8626,9215,3.68728228310333,77.3130645751953,91,1.902952841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","Bara_Inarwasira","Central","Narayani","Bara",3.666040936,0,FALSE,0,-15574.3101806641,10363,12391,3.13595886379096,77.0935516357422,108,1.8595509,32.9015207597986,17.3922960610052,0.138186379630491,12,0.138186379630491,12,NA,NA,NA,NA
"407","Bara_Itiyahi","Central","Narayani","Bara",0,0,FALSE,NA,12078.7060546875,7720,8003,4.81817197489353,66.0626068115234,88,1.780862517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","Bara_Jhitakaiya","Central","Narayani","Bara",3.023993045,0,FALSE,0,-6242.32373046875,11314,7772,5.74129931507221,71.6025390625,107,1.891796371,47.014909170568,17.2110841857735,0.0413727254424244,6,0.0413727254424244,6,NA,NA,NA,NA
"409","Bara_JitpurBhawanipur","Central","Narayani","Bara",0,0,FALSE,NA,1108.22619628906,19434,26436,4.31084098545566,57.4253826141357,111,1.731933266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"410","Bara_Kabahigoth","Central","Narayani","Bara",0,0,FALSE,NA,-7997.66015625,8977,7908,4.96667778845826,67.1779632568359,83,1.836848917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"411","Bara_Kabahijabdi","Central","Narayani","Bara",0,0,FALSE,NA,-16373.3012695312,5763,5128,3.71872556386218,71.7607955932617,89,1.848888094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"412","Bara_Kachorwa","Central","Narayani","Bara",16.036250877,0,FALSE,0,-11877.94140625,13483,13169,4.7404368349562,72.9696044921875,86,1.88520621,28.2559957429767,9.10742175636133,0.826903888437524,88,0.91544038419649,91,NA,NA,NA,NA
"413","Bara_Kakadi","Central","Narayani","Bara",1634.014827435,0,FALSE,0,-1709.41723632812,7519,4216,3.43782688880606,71.8341445922852,139,1.831467455,28.1948118228465,19.9284943168802,6.06633463668525,577,5.96391237933934,573,84.5885382257402,330.701785797249,0.575125384123996,41
"414","Bara_Kalaiya","Central","Narayani","Bara",20.32870603,7.5,TRUE,0.368936418723942,-17157.9067382812,51391,51467,7.19217136597909,64.2886199951172,99,1.8350984,18.8123656297103,9.72301232129627,0.394176134013571,78,0.394176134013571,78,NA,NA,NA,NA
"415","Bara_Karaiya","Central","Narayani","Bara",996.972924132,0,FALSE,0,-13036.2349853516,8739,6385,2.92025164248492,72.0110473632812,132,1.905839999,28.1958907023072,42.6775789249636,2.91830631173812,149,1.76890782724861,142,84.5855500362813,328.694749319796,0.5751539693553,32
"416","Bara_Khopawa","Central","Narayani","Bara",0,0,FALSE,NA,-7272.84094238281,7797,6851,3.28862180497558,75.3436279296875,97,1.924420143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"417","Bara_Khutwajabdi","Central","Narayani","Bara",2.380838308,0,FALSE,0,-7393.74658203125,4515,5693,6.90822273607294,58.2498607635498,93,1.79258367,28.2162767071277,13.2951351382623,0.118507585959509,13,0.118507585959509,13,NA,NA,NA,NA
"418","Bara_Kolhabi","Central","Narayani","Bara",0.907117016,0,FALSE,0,-8014.06530761719,6468,7892,3.55239870771901,70.6872329711914,112,1.831712728,18.8043609037995,6.16354985353241,0.0216250857619569,6,0.0216250857619569,6,NA,NA,NA,NA
"419","Bara_Kudawa","Central","Narayani","Bara",0,0,FALSE,NA,-18924.2373046875,3096,5196,4.65259282200534,79.2805557250977,87,1.850499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"420","Bara_Lipanimal","Central","Narayani","Bara",0,0,FALSE,NA,10478.2807617188,11010,9471,5.83268332155573,54.8726234436035,93,1.81190691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"421","Bara_Madhurijabdi","Central","Narayani","Bara",0,0,FALSE,NA,-10130.9775390625,2577,3915,3.41269343073983,60.834659576416,93,1.842532468,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"422","Bara_MahendraAdarsha","Central","Narayani","Bara",0,0,FALSE,NA,-5234.81298828125,5173,5807,3.43842962602858,78.865592956543,92,1.894117113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"423","Bara_Maheshpur","Central","Narayani","Bara",2.346792185,0,FALSE,0,-6242.32373046875,10308,10775,2.95963877482336,75.1293029785156,100,1.848657025,9.40577811840922,9.21554592028017,0.0799489853639156,12,0.0799489853639156,12,NA,NA,NA,NA
"424","Bara_Majhariya","Central","Narayani","Bara",0,0,FALSE,NA,-4896.16455078125,5080,5620,4.60182960539138,79.1695327758789,86,1.857326812,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"425","Bara_Manaharwa","Central","Narayani","Bara",25.556995163,0,FALSE,0,-9288.78979492188,13233,12460,3.70673338342566,73.8190383911133,119,1.929597558,28.1929770819843,17.5269167899738,1.21797880039122,84,1.21797880039122,84,84.5952925682068,89.221558770537,0.0253785812769085,3
"426","Bara_Matiarwa","Central","Narayani","Bara",7.653322748,0,FALSE,0,-3521.83642578125,8769,7628,4.19810759157662,70.2904777526855,86,1.733905499,18.8242828659713,12.0594499885927,0.547783720160648,35,0.547783720160648,35,NA,NA,NA,NA
