FID,VDC_Jur,GID_4,GID_0,COUNTRY,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,CC_4,NAME_5,CF_area,CF,Frst_size,Frst,Gap_size,Gaps,Floss_size,Floss,Mean_dist,CF_F,Floss_CF,Floss_Frst
614,Chitawan_Siddi,NPL.1.3.2.38_1,NPL,Nepal,NPL.1_1,Central,NPL.1.3_1,Narayani,NPL.1.3.2_1,Chitawan,Siddi,NA,Village development committee,Village development committee,NA,Siddi,994.5,4,4014.319938,6,82.11257085,1672,0.057143732,5,129.5619791,0,0,0.00001
615,Chitawan_Sukranagar,NPL.1.3.2.39_1,NPL,Nepal,NPL.1_1,Central,NPL.1.3_1,Narayani,NPL.1.3.2_1,Chitawan,Sukranagar,NA,Village development committee,Village development committee,NA,Sukranagar,0,0,22.74716029,5,0.492801115,44,0.033269882,4,5.668523772,0,0,0.00146
616,Dadeldhura_Ajayameru,NPL.3.1.2.1_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Ajayameru,NA,Village development committee,Village development committee,NA,Ajayameru,833.74,9,1775.002258,3,46.51697415,966,2.199916785,183,103.4900998,0,0,0.00124
617,Dadeldhura_Alital,NPL.3.1.2.2_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Alital,NA,Village development committee,Village development committee,NA,Alital,5582.3,58,13317.013,13,303.8784139,6784,22.43752113,1483,178.5669108,0,0,0.00168
618,Dadeldhura_Amargadhi,NPL.3.1.2.3_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Amargadhi,NA,Village development committee,Village development committee,NA,Amargadhi,0,0,10656.26102,26,158.9923117,3744,13.09973569,803,148.5964075,0,0,0.00123
619,Dadeldhura_Ashigram,NPL.3.1.2.4_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Ashigram,NA,Village development committee,Village development committee,NA,Ashigram,2176.86,26,6659.55558,1,81.26344088,1799,0.677004471,57,626.3990446,0,0,0.0001
620,Dadeldhura_Bagarkot,NPL.3.1.2.5_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Bagarkot,NA,Village development committee,Village development committee,NA,Bagarkot,2618.78,18,7551.393546,4,134.6182584,3080,8.113673261,542,219.3608269,0,0,0.00107
621,Dadeldhura_Belapur,NPL.3.1.2.6_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Belapur,NA,Village development committee,Village development committee,NA,Belapur,2609.45,33,5868.787739,17,196.6848049,4641,3.137345654,226,108.4634827,0,0,0.00053
622,Dadeldhura_Bhadrapur,NPL.3.1.2.7_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Bhadrapur,NA,Village development committee,Village development committee,NA,Bhadrapur,317.97,7,858.3320128,7,37.83482445,889,2.141200779,161,97.84958753,0,0,0.00249
623,Dadeldhura_Bhageswor,NPL.3.1.2.8_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Bhageswor,NA,Village development committee,Village development committee,NA,Bhageswor,677.59,7,2788.312225,6,76.68301112,1850,2.680905464,186,166.8505925,0,0,0.00096
624,Dadeldhura_Chipur,NPL.3.1.2.9_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Chipur,NA,Village development committee,Village development committee,NA,Chipur,618.07,15,1016.94705,8,38.53385477,958,8.875339057,323,126.5711104,0,0,0.00873
625,Dadeldhura_DewalDibyapur,NPL.3.1.2.10_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,DewalDibyapur,NA,Village development committee,Village development committee,NA,DewalDibyapur,0,0,2300.892402,17,77.22423841,1917,5.98444963,294,85.3566549,0,0,0.0026
626,Dadeldhura_Ganeshpur,NPL.3.1.2.11_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Ganeshpur,NA,Village development committee,Village development committee,NA,Ganeshpur,383.73,22,950.4910345,5,35.00890834,726,5.494575928,320,273.7394281,0,0,0.00578
627,Dadeldhura_Gankhet,NPL.3.1.2.12_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Gankhet,NA,Village development committee,Village development committee,NA,Gankhet,762.32,7,12727.56632,2,180.870242,4038,8.14338499,604,253.4856542,0,0,0.00064
628,Dadeldhura_Jogbuda,NPL.3.1.2.13_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Jogbuda,NA,Village development committee,Village development committee,NA,Jogbuda,8411.84,68,20784.55802,19,250.220916,5237,26.00587267,1751,302.6979129,0,0,0.00125
629,Dadeldhura_Kailapalamandau,NPL.3.1.2.14_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Kailapalamandau,NA,Village development committee,Village development committee,NA,Kailapalamandau,494.95,9,2897.788123,3,50.56261377,1192,6.270165472,343,276.1330071,0,0,0.00216
630,Dadeldhura_Koteli,NPL.3.1.2.15_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Koteli,NA,Village development committee,Village development committee,NA,Koteli,1158.09,7,1545.084796,16,40.97746052,1175,2.892561644,204,83.83085428,0,0,0.00187
631,Dadeldhura_Manilek,NPL.3.1.2.16_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Manilek,NA,Village development committee,Village development committee,NA,Manilek,359.78,11,760.996061,22,30.74565811,897,2.292346503,107,98.71298615,0,0,0.00301
632,Dadeldhura_Mashtamandau,NPL.3.1.2.17_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Mashtamandau,NA,Village development committee,Village development committee,NA,Mashtamandau,982.74,17,1153.750818,4,32.98073817,777,1.43609503,98,168.3510571,0,0,0.00124
633,Dadeldhura_Nawadurga,NPL.3.1.2.18_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Nawadurga,NA,Village development committee,Village development committee,NA,Nawadurga,474.24,6,620.1942255,6,25.98793235,704,0.1329734,15,48.29428421,0,0,0.00021
634,Dadeldhura_Rupal,NPL.3.1.2.19_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Rupal,NA,Village development committee,Village development committee,NA,Rupal,1514.09,20,10847.71459,7,117.2410071,2590,4.56267393,361,358.2764251,0,0,0.00042
635,Dadeldhura_Samejee,NPL.3.1.2.20_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Samejee,NA,Village development committee,Village development committee,NA,Samejee,752.94,6,3131.311034,6,73.73172558,1920,7.403368876,427,106.3234526,0,0,0.00236
636,Dadeldhura_Sirsha,NPL.3.1.2.21_1,NPL,Nepal,NPL.3_1,Far-Western,NPL.3.1_1,Mahakali,NPL.3.1.2_1,Dadeldhura,Sirsha,NA,Village development committee,Village development committee,NA,Sirsha,6299.02,48,15085.14556,14,220.127289,4986,5.661254841,472,245.1273986,0,0,0.00038
637,Dailekh_AwalParajul,NPL.4.1.3.1_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,AwalParajul,NA,Village development committee,Village development committee,NA,AwalParajul,1628.59,12,3074.622568,5,80.13294319,1855,0.173876274,19,298.1467024,0,0,0.00006
638,Dailekh_Badabhairab,NPL.4.1.3.3_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Badabhairab,NA,Village development committee,Village development committee,NA,Badabhairab,532.17,4,1611.43187,2,31.6646126,761,0.913275577,53,81.40500195,0,0,0.00057
639,Dailekh_BadaKhola,NPL.4.1.3.2_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,BadaKhola,NA,Village development committee,Village development committee,NA,BadaKhola,512.45,7,712.4832023,7,26.77424156,489,0.102332075,7,238.7582316,0,0,0.00014
640,Dailekh_Badalamji,NPL.4.1.3.4_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Badalamji,NA,Village development committee,Village development committee,NA,Badalamji,372.61,5,1050.005634,8,47.55519722,842,0.127216092,11,40.05174692,0,0,0.00012
641,Dailekh_Baluwatar,NPL.4.1.3.5_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Baluwatar,NA,Village development committee,Village development committee,NA,Baluwatar,147.86,6,4717.037107,8,92.91443703,2015,1.029405604,98,54.11539467,0,0,0.00022
642,Dailekh_Bansi,NPL.4.1.3.6_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Bansi,NA,Village development committee,Village development committee,NA,Bansi,569.15,7,810.164372,4,25.53457058,537,0.170491361,14,161.2461576,0,0,0.00021
643,Dailekh_Baraha,NPL.4.1.3.7_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Baraha,NA,Village development committee,Village development committee,NA,Baraha,672.41,7,1521.914971,8,57.32066855,1201,0.473983913,39,178.303199,0,0,0.00031
644,Dailekh_Belpata,NPL.4.1.3.8_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Belpata,NA,Village development committee,Village development committee,NA,Belpata,249.63,11,790.5412962,3,41.64108577,752,0.500606524,50,108.5405767,0,0,0.00063
645,Dailekh_Bhawani,NPL.4.1.3.9_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Bhawani,NA,Village development committee,Village development committee,NA,Bhawani,95.36,2,806.0569495,8,19.58868232,407,0.576715168,39,36.41277061,0,0,0.00072
646,Dailekh_Bindhyabasini,NPL.4.1.3.10_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Bindhyabasini,NA,Village development committee,Village development committee,NA,Bindhyabasini,626.58,3,2172.061321,3,64.52673997,1128,0.959855449,74,181.6021727,0,0,0.00044
647,Dailekh_Bisalla,NPL.4.1.3.11_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Bisalla,NA,Village development committee,Village development committee,NA,Bisalla,350.38,5,2856.201285,16,70.7591539,1561,1.780388977,58,299.7397796,0,0,0.00062
648,Dailekh_Chamunda,NPL.4.1.3.12_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Chamunda,NA,Village development committee,Village development committee,NA,Chamunda,212.27,2,2818.624321,16,111.1077147,2041,0.938260867,41,236.6975923,0,0,0.00033
649,Dailekh_Chauratha,NPL.4.1.3.13_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Chauratha,NA,Village development committee,Village development committee,NA,Chauratha,234.57,7,1307.541848,1,48.81759834,873,0.552426826,43,147.5495538,0,0,0.00042
650,Dailekh_DadaParajul,NPL.4.1.3.14_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,DadaParajul,NA,Village development committee,Village development committee,NA,DadaParajul,1344.58,15,2884.214443,7,77.40812527,1312,0.519752599,39,264.0891918,0,0,0.00018
651,Dailekh_Dullu,NPL.4.1.3.15_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Dullu,NA,Village development committee,Village development committee,NA,Dullu,1123.53,11,606.5968848,10,13.31917366,309,0.017061464,2,0,0,0,0.00003
652,Dailekh_Gamaudi,NPL.4.1.3.16_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Gamaudi,NA,Village development committee,Village development committee,NA,Gamaudi,348.98,6,698.2320582,8,37.53869575,658,0.057638168,6,39.55921922,0,0,0.00008
653,Dailekh_Gauri,NPL.4.1.3.17_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Gauri,NA,Village development committee,Village development committee,NA,Gauri,569.9,9,482.4369179,8,9.387924659,294,0.085379548,8,19.22074916,0,0,0.00018
654,Dailekh_Goganpani,NPL.4.1.3.18_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Goganpani,NA,Village development committee,Village development committee,NA,Goganpani,1396.61,9,2763.07658,2,60.3804267,1155,0.395207796,44,177.2938581,0,0,0.00014
655,Dailekh_Jaganath,NPL.4.1.3.19_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Jaganath,NA,Village development committee,Village development committee,NA,Jaganath,120.03,2,2454.017613,4,42.61499254,755,2.353439282,173,118.7533836,0,0,0.00096
656,Dailekh_Jambukandh,NPL.4.1.3.20_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Jambukandh,NA,Village development committee,Village development committee,NA,Jambukandh,487.28,5,854.0784368,10,38.12894001,645,0.136410212,8,145.8246988,0,0,0.00016
657,Dailekh_KalBhairab,NPL.4.1.3.21_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,KalBhairab,NA,Village development committee,Village development committee,NA,KalBhairab,206.45,7,562.606477,11,23.94672876,477,0.281608901,22,30.90144711,0,0,0.0005
658,Dailekh_Kalika,NPL.4.1.3.22_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Kalika,NA,Village development committee,Village development committee,NA,Kalika,12.52,2,4952.648735,1,86.39229776,1386,8.144832835,420,134.6601443,0,0,0.00164
659,Dailekh_Kasikandh,NPL.4.1.3.23_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Kasikandh,NA,Village development committee,Village development committee,NA,Kasikandh,186.28,4,3962.984943,17,91.30851923,1779,0.127798478,10,51.10155041,0,0,0.00003
660,Dailekh_Katti,NPL.4.1.3.24_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Katti,NA,Village development committee,Village development committee,NA,Katti,1700.33,10,3317.360081,8,70.11236919,1643,2.434045691,150,67.93485789,0,0,0.00073
661,Dailekh_Khadkawada,NPL.4.1.3.25_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Khadkawada,NA,Village development committee,Village development committee,NA,Khadkawada,680.47,5,1996.417627,8,69.09089577,1209,1.773510304,95,159.6296718,0,0,0.00089
662,Dailekh_Kharigera,NPL.4.1.3.26_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Kharigera,NA,Village development committee,Village development committee,NA,Kharigera,796.81,13,1102.644642,7,31.18782248,622,0.179080952,10,114.6609126,0,0,0.00016
663,Dailekh_Kusapani,NPL.4.1.3.27_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Kusapani,NA,Village development committee,Village development committee,NA,Kusapani,770.22,5,3365.396896,15,71.1509511,1622,0.911454158,60,195.0774358,0,0,0.00027
664,Dailekh_Lakandra,NPL.4.1.3.28_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Lakandra,NA,Village development committee,Village development committee,NA,Lakandra,484.25,3,1511.162263,24,35.31731969,957,3.759206705,133,47.98192048,0,0,0.00249
665,Dailekh_Lakuri,NPL.4.1.3.29_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Lakuri,NA,Village development committee,Village development committee,NA,Lakuri,639.27,13,2147.18743,5,67.05740786,1121,1.3700262,100,195.243591,0,0,0.00064
666,Dailekh_Lalikanda,NPL.4.1.3.30_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Lalikanda,NA,Village development committee,Village development committee,NA,Lalikanda,1911.27,11,4149.317173,4,98.25020813,2205,0.953360973,65,172.2772786,0,0,0.00023
667,Dailekh_LyatiBindraseni,NPL.4.1.3.31_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,LyatiBindraseni,NA,Village development committee,Village development committee,NA,LyatiBindraseni,74.09,1,1057.141885,18,34.51971982,873,0.017050384,2,0,0,0,0.00002
668,Dailekh_MairiKalikathum,NPL.4.1.3.32_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,MairiKalikathum,NA,Village development committee,Village development committee,NA,MairiKalikathum,531.24,7,861.917599,14,32.23320217,667,0.068194484,6,26.49087997,0,0,0.00008
669,Dailekh_Malika,NPL.4.1.3.33_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Malika,NA,Village development committee,Village development committee,NA,Malika,117.18,3,803.1642796,14,25.59114627,811,0.264638639,15,6.773745362,0,0,0.00033
670,Dailekh_Moheltolee,NPL.4.1.3.34_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Moheltolee,NA,Village development committee,Village development committee,NA,Moheltolee,266.03,3,2539.690552,1,63.60358991,1037,1.432123753,124,69.07016131,0,0,0.00056
671,Dailekh_Narayan,NPL.4.1.3.35_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Narayan,NA,Village development committee,Village development committee,NA,Narayan,1094.36,24,3761.132749,60,156.7667272,3189,1.167396205,101,83.19137923,0,0,0.00031
672,Dailekh_NauleKatuwal,NPL.4.1.3.36_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,NauleKatuwal,NA,Village development committee,Village development committee,NA,NauleKatuwal,465.79,5,1048.910261,6,31.09480721,720,0.392615696,8,210.8562611,0,0,0.00037
673,Dailekh_Nepa,NPL.4.1.3.37_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Nepa,NA,Village development committee,Village development committee,NA,Nepa,147.68,3,1062.781556,10,36.55054292,839,0.102419421,11,18.6894682,0,0,0.0001
674,Dailekh_Nomule,NPL.4.1.3.38_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Nomule,NA,Village development committee,Village development committee,NA,Nomule,227.56,6,1022.142243,2,30.82625757,449,0.008236157,1,15.9264156,0,0,0.00001
675,Dailekh_Odhari,NPL.4.1.3.39_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Odhari,NA,Village development committee,Village development committee,NA,Odhari,0,0,2974.547655,4,72.30350746,1408,2.682904236,155,110.9340938,0,0,0.0009
676,Dailekh_Padukasthan,NPL.4.1.3.40_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Padukasthan,NA,Village development committee,Village development committee,NA,Padukasthan,267.93,3,1211.994431,17,49.68692019,1049,0.170607684,17,44.93585961,0,0,0.00014
677,Dailekh_Pagnath,NPL.4.1.3.41_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Pagnath,NA,Village development committee,Village development committee,NA,Pagnath,619.54,4,1077.838145,4,38.26649974,834,0.387706025,39,37.27430258,0,0,0.00036
678,Dailekh_Piladi,NPL.4.1.3.42_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Piladi,NA,Village development committee,Village development committee,NA,Piladi,707.6,6,1888.553121,5,36.31221457,824,0.148455593,12,112.8057435,0,0,0.00008
679,Dailekh_Pipalkot,NPL.4.1.3.43_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Pipalkot,NA,Village development committee,Village development committee,NA,Pipalkot,696.28,4,1715.068192,1,45.35149761,764,0.051105838,6,55.65713047,0,0,0.00003
680,Dailekh_PusakotChiudi,NPL.4.1.3.44_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,PusakotChiudi,NA,Village development committee,Village development committee,NA,PusakotChiudi,0,0,1127.304558,6,41.35757332,750,0.119516182,10,140.8651458,0,0,0.00011
681,Dailekh_RakamKarnali,NPL.4.1.3.45_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,RakamKarnali,NA,Village development committee,Village development committee,NA,RakamKarnali,254.99,4,825.617214,2,20.07080897,384,9.264345813,193,166.5955788,0,0,0.01122
682,Dailekh_Raniban,NPL.4.1.3.46_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Raniban,NA,Village development committee,Village development committee,NA,Raniban,248.75,3,1880.173628,5,52.80431971,992,0.511314106,27,55.93835194,0,0,0.00027
683,Dailekh_RawatKot,NPL.4.1.3.47_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,RawatKot,NA,Village development committee,Village development committee,NA,RawatKot,909.78,11,1312.159521,11,32.26811558,665,0.170600774,16,5.088003217,0,0,0.00013
684,Dailekh_Room,NPL.4.1.3.48_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Room,NA,Village development committee,Village development committee,NA,Room,219.7,2,454.173533,6,10.00705849,298,0.02474898,2,33.42104,0,0,0.00005
685,Dailekh_Salleri,NPL.4.1.3.49_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Salleri,NA,Village development committee,Village development committee,NA,Salleri,423.87,12,2093.138286,1,72.19810146,1229,0.313278823,28,400.2425023,0,0,0.00015
686,Dailekh_Santalla,NPL.4.1.3.50_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Santalla,NA,Village development committee,Village development committee,NA,Santalla,790.2,9,2993.026966,10,51.12533182,1204,0.545741516,31,108.8212051,0,0,0.00018
687,Dailekh_Seri,NPL.4.1.3.51_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Seri,NA,Village development committee,Village development committee,NA,Seri,311.87,2,1408.125907,1,32.92139068,640,0.271446966,21,295.2791474,0,0,0.00019
688,Dailekh_Sigaudi,NPL.4.1.3.52_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Sigaudi,NA,Village development committee,Village development committee,NA,Sigaudi,1013.71,6,2570.327361,10,50.69461587,1408,1.977179257,108,113.2171787,0,0,0.00077
689,Dailekh_Sinhasain,NPL.4.1.3.53_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Sinhasain,NA,Village development committee,Village development committee,NA,Sinhasain,613.33,6,2589.725856,7,77.93208839,1468,0.633083378,31,260.4983933,0,0,0.00024
690,Dailekh_Tilepata,NPL.4.1.3.54_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Tilepata,NA,Village development committee,Village development committee,NA,Tilepata,767.46,6,842.8618664,7,26.65241941,568,0.443076499,6,267.5991204,0,0,0.00053
691,Dailekh_Toli,NPL.4.1.3.55_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Toli,NA,Village development committee,Village development committee,NA,Toli,757.77,19,1397.566913,7,48.93523303,1035,0.658191863,60,98.36508626,0,0,0.00047
692,Dailekh_Tolijaisi,NPL.4.1.3.56_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.1_1,Bheri,NPL.4.1.3_1,Dailekh,Tolijaisi,NA,Village development committee,Village development committee,NA,Tolijaisi,0,0,883.5410306,17,30.7368142,692,0.259753708,14,31.01053578,0,0,0.00029
693,Dang_Baghmare,NPL.4.3.1.1_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.3_1,Rapti,NPL.4.3.1_1,Dang,Baghmare,NA,Village development committee,Village development committee,NA,Baghmare,1736.32,9,3627.75362,11,75.36687654,1948,0.076163253,6,213.0738084,0,0,0.00002
694,Dang_Bela,NPL.4.3.1.2_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.3_1,Rapti,NPL.4.3.1_1,Dang,Bela,NA,Village development committee,Village development committee,NA,Bela,5621.95,15,169.6117928,12,280.8759289,7284,0,0,0,0,0,0
695,Dang_Bijauri,NPL.4.3.1.3_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.3_1,Rapti,NPL.4.3.1_1,Dang,Bijauri,NA,Village development committee,Village development committee,NA,Bijauri,2242.82,16,2827.945417,12,48.83512697,1329,0.101604929,12,157.2004647,0,0,0.00004
696,Dang_Chaulahi,NPL.4.3.1.4_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.3_1,Rapti,NPL.4.3.1_1,Dang,Chaulahi,NA,Village development committee,Village development committee,NA,Chaulahi,2471.99,11,1756.425283,3,42.25822195,814,0.050903249,6,14.40353168,0,0,0.00003
697,Dang_Dhanauri,NPL.4.3.1.5_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.3_1,Rapti,NPL.4.3.1_1,Dang,Dhanauri,NA,Village development committee,Village development committee,NA,Dhanauri,803.1,17,352.5705857,25,6.38414597,316,0.177919805,14,8.954487045,0,0,0.0005
698,Dang_Dharna,NPL.4.3.1.6_1,NPL,Nepal,NPL.4_1,Mid-Western,NPL.4.3_1,Rapti,NPL.4.3.1_1,Dang,Dharna,NA,Village development committee,Village development committee,NA,Dharna,3972.25,13,5265.628548,20,165.1190948,2628,0.10093473,11,93.55212143,0,0,0.00002
