FID,VDC_Jur,GID_4,GID_0,COUNTRY,GID_1,NAME_1,GID_2,NAME_2,GID_3,NAME_3,NAME_4,VARNAME_4,TYPE_4,ENGTYPE_4,CC_4,NAME_5,CF_area,CF,Frst_size,Frst,Gap_size,Gaps,Floss_size,Floss,Mean_dist,CF_F,Floss_CF,Floss_Frst
3291,Sarlahi_DhanakaulPachhiyati,NPL.1.2.5.24_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,DhanakaulPachhiyati,NA,Village development committee,Village development committee,NA,DhanakaulPachhiyati,0,0,38.48977004,10,2.645895869,213,0,0,0,0,0,0
3292,Sarlahi_DhanakaulPurba,NPL.1.2.5.25_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,DhanakaulPurba,NA,Village development committee,Village development committee,NA,DhanakaulPurba,0,0,0,0,0,0,0,0,0,0,0,0
3293,Sarlahi_Dhangada,NPL.1.2.5.26_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Dhangada,NA,Village development committee,Village development committee,NA,Dhangada,0,0,2.329313498,1,0.091551199,14,0,0,0,0,0,0
3294,Sarlahi_Dhungrekhola,NPL.1.2.5.27_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Dhungrekhola,NA,Village development committee,Village development committee,NA,Dhungrekhola,1213.72,4,1295.264211,5,64.0853979,1174,1.108916645,102,210.2206549,0,0,0.00086
3295,Sarlahi_Dhurkauli,NPL.1.2.5.28_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Dhurkauli,NA,Village development committee,Village development committee,NA,Dhurkauli,124.75,1,124.8306863,3,3.092057966,222,0.008270564,1,40.170704,0,0,0.00007
3296,Sarlahi_Dumariya,NPL.1.2.5.29_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Dumariya,NA,Village development committee,Village development committee,NA,Dumariya,0,0,21.83501422,3,3.919197035,93,0,0,0,0,0,0
3297,Sarlahi_Farahadawa,NPL.1.2.5.30_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Farahadawa,NA,Village development committee,Village development committee,NA,Farahadawa,22.05,1,7.069271329,2,0.218573001,24,0,0,0,0,0,0
3298,Sarlahi_Fulparasi,NPL.1.2.5.31_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Fulparasi,NA,Village development committee,Village development committee,NA,Fulparasi,0,0,5.143034972,2,0.159955081,36,0,0,0,0,0,0
3299,Sarlahi_Gadahiyabairi,NPL.1.2.5.32_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Gadahiyabairi,NA,Village development committee,Village development committee,NA,Gadahiyabairi,0,0,21.37650816,2,3.561562667,128,0,0,0,0,0,0
3300,Sarlahi_Gamhariya,NPL.1.2.5.33_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Gamhariya,NA,Village development committee,Village development committee,NA,Gamhariya,0,0,0.003137564,1,0,0,0,0,0,0,0,0
3301,Sarlahi_Godeta,NPL.1.2.5.34_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Godeta,NA,Village development committee,Village development committee,NA,Godeta,0,0,1.302093703,1,0.111323598,12,0,0,0,0,0,0
3302,Sarlahi_Gourishankar,NPL.1.2.5.35_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Gourishankar,NA,Village development committee,Village development committee,NA,Gourishankar,0,0,1792.893631,30,14.6017771,652,0.470755979,30,234.2997734,0,0,0.00026
3303,Sarlahi_Hajariya,NPL.1.2.5.36_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Hajariya,NA,Village development committee,Village development committee,NA,Hajariya,0,0,1.496972393,2,0.005648239,3,0,0,0,0,0,0
3304,Sarlahi_Harakthawa,NPL.1.2.5.37_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Harakthawa,NA,Village development committee,Village development committee,NA,Harakthawa,0,0,0,0,0,0,0,0,0,0,0,0
3305,Sarlahi_Haripur,NPL.1.2.5.38_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Haripur,NA,Village development committee,Village development committee,NA,Haripur,80.73,2,6.918010021,1,0.129734048,35,0,0,0,0,0,0
3306,Sarlahi_Haripurwa,NPL.1.2.5.39_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Haripurwa,NA,Village development committee,Village development committee,NA,Haripurwa,0,0,21.23643122,5,1.137745545,129,0,0,0,0,0,0
3307,Sarlahi_Hariyon,NPL.1.2.5.40_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Hariyon,NA,Village development committee,Village development committee,NA,Hariyon,253.77,6,209.3215449,5,13.42727941,383,0.258953134,24,52.11179336,0,0,0.00124
3308,Sarlahi_Hathiyol,NPL.1.2.5.41_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Hathiyol,NA,Village development committee,Village development committee,NA,Hathiyol,0,0,0,0,0,0,0,0,0,0,0,0
3309,Sarlahi_Hempur,NPL.1.2.5.42_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Hempur,NA,Village development committee,Village development committee,NA,Hempur,0,0,24.73213994,4,2.097319867,59,0.016563383,2,27.64046317,0,0,0.00067
3310,Sarlahi_Ishworpur,NPL.1.2.5.43_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Ishworpur,NA,Village development committee,Village development committee,NA,Ishworpur,0,0,157.7058053,2,3.124965604,136,0.016552233,2,122.4309305,0,0,0.0001
3311,Sarlahi_Jabdi,NPL.1.2.5.44_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Jabdi,NA,Village development committee,Village development committee,NA,Jabdi,33.82,2,22.60473364,4,0.925406597,50,0,0,0,0,0,0
3312,Sarlahi_Jamuniya,NPL.1.2.5.45_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Jamuniya,NA,Village development committee,Village development committee,NA,Jamuniya,0,0,31.81557692,9,2.816013108,142,0,0,0,0,0,0
3313,Sarlahi_JanakiNagar,NPL.1.2.5.46_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,JanakiNagar,NA,Village development committee,Village development committee,NA,JanakiNagar,63.65,2,1602.644346,5,5.143098854,489,0.024820241,2,94.43824368,0,0,0.00002
3314,Sarlahi_Jingadawa,NPL.1.2.5.47_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Jingadawa,NA,Village development committee,Village development committee,NA,Jingadawa,0,0,2.144761032,1,0.121701192,14,0,0,0,0,0,0
3315,Sarlahi_Kabilasi,NPL.1.2.5.48_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Kabilasi,NA,Village development committee,Village development committee,NA,Kabilasi,0,0,79.53354811,18,4.189438093,347,0.008286221,1,20.52418298,0,0,0.0001
3316,Sarlahi_Kalinjor,NPL.1.2.5.49_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Kalinjor,NA,Village development committee,Village development committee,NA,Kalinjor,2298.75,6,2973.714731,6,46.40516617,928,0.721279227,55,295.7123428,0,0,0.00024
3317,Sarlahi_Karmaiya,NPL.1.2.5.50_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Karmaiya,NA,Village development committee,Village development committee,NA,Karmaiya,830.08,4,550.6890924,6,7.621926742,228,0.115721598,11,57.40764302,0,0,0.00021
3318,Sarlahi_Khirwa,NPL.1.2.5.51_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Khirwa,NA,Village development committee,Village development committee,NA,Khirwa,0,0,0,0,0,0,0,0,0,0,0,0
3319,Sarlahi_Khoriya,NPL.1.2.5.52_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Khoriya,NA,Village development committee,Village development committee,NA,Khoriya,0,0,8.318765147,3,0.68077214,61,0,0,0,0,0,0
3320,Sarlahi_Khutauna,NPL.1.2.5.53_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Khutauna,NA,Village development committee,Village development committee,NA,Khutauna,0,0,9.06811954,2,0.399288243,62,0,0,0,0,0,0
3321,Sarlahi_Kisanpur,NPL.1.2.5.54_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Kisanpur,NA,Village development committee,Village development committee,NA,Kisanpur,0,0,13.54408872,6,1.252927219,91,0,0,0,0,0,0
3322,Sarlahi_Kodena,NPL.1.2.5.55_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Kodena,NA,Village development committee,Village development committee,NA,Kodena,0,0,11.17598717,5,0.751796383,77,0,0,0,0,0,0
3323,Sarlahi_Lalbandi,NPL.1.2.5.56_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Lalbandi,NA,Village development committee,Village development committee,NA,Lalbandi,272.74,4,541.8920138,9,8.490811513,388,0.033098788,2,47.78594864,0,0,0.00006
3324,Sarlahi_Laukath,NPL.1.2.5.57_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Laukath,NA,Village development committee,Village development committee,NA,Laukath,0,0,5.800330368,3,0.549583978,25,0,0,0,0,0,0
3325,Sarlahi_LaxmipurKodraha,NPL.1.2.5.58_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,LaxmipurKodraha,NA,Village development committee,Village development committee,NA,LaxmipurKodraha,18.6,1,0,0,0,0,0,0,0,0,0,0
3326,Sarlahi_LaxmipurSu.,NPL.1.2.5.59_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,LaxmipurSu.,NA,Village development committee,Village development committee,NA,LaxmipurSu.,0,0,0,0,0,0,0,0,0,0,0,0
3327,Sarlahi_Madhubangoth,NPL.1.2.5.60_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Madhubangoth,NA,Village development committee,Village development committee,NA,Madhubangoth,0,0,1.274824885,1,0.059535227,7,0,0,0,0,0,0
3328,Sarlahi_Madhubani,NPL.1.2.5.61_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Madhubani,NA,Village development committee,Village development committee,NA,Madhubani,0,0,0,0,0,0,0,0,0,0,0,0
3329,Sarlahi_Mahinathpur,NPL.1.2.5.62_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Mahinathpur,NA,Village development committee,Village development committee,NA,Mahinathpur,0,0,0,0,0,0,0,0,0,0,0,0
3330,Sarlahi_Malangawa,NPL.1.2.5.63_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Malangawa,NA,Village development committee,Village development committee,NA,Malangawa,0,0,6.465284115,3,0.194123737,39,0,0,0,0,0,0
3331,Sarlahi_Manpur,NPL.1.2.5.64_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Manpur,NA,Village development committee,Village development committee,NA,Manpur,0,0,0,0,0,0,0,0,0,0,0,0
3332,Sarlahi_Mirjapur,NPL.1.2.5.65_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Mirjapur,NA,Village development committee,Village development committee,NA,Mirjapur,0,0,2.855657714,1,0.124356846,16,0,0,0,0,0,0
3333,Sarlahi_Mohanpur,NPL.1.2.5.66_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Mohanpur,NA,Village development committee,Village development committee,NA,Mohanpur,0,0,40.75195467,7,3.757821434,197,0.008135118,1,0,0,0,0.0002
3334,Sarlahi_Motipur,NPL.1.2.5.67_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Motipur,NA,Village development committee,Village development committee,NA,Motipur,0,0,0,0,0,0,0,0,0,0,0,0
3335,Sarlahi_Murtiya,NPL.1.2.5.68_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Murtiya,NA,Village development committee,Village development committee,NA,Murtiya,114.25,3,150.695108,1,3.014759494,109,0,0,0,0,0,0
3336,Sarlahi_Musauli,NPL.1.2.5.69_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Musauli,NA,Village development committee,Village development committee,NA,Musauli,0,0,2.002952099,1,0.0107273,7,0,0,0,0,0,0
3337,Sarlahi_NarayanKhola,NPL.1.2.5.70_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,NarayanKhola,NA,Village development committee,Village development committee,NA,NarayanKhola,2685.07,8,4161.361606,1,156.7715808,2056,0.497698137,45,318.7060356,0,0,0.00012
3338,Sarlahi_Narayanpur,NPL.1.2.5.71_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Narayanpur,NA,Village development committee,Village development committee,NA,Narayanpur,0,0,32.67194603,2,3.229948195,156,0,0,0,0,0,0
3339,Sarlahi_Netraganj,NPL.1.2.5.72_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Netraganj,NA,Village development committee,Village development committee,NA,Netraganj,87.57,2,314.6219731,12,9.384538461,469,0,0,0,0,0,0
3340,Sarlahi_Noukailawa,NPL.1.2.5.73_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Noukailawa,NA,Village development committee,Village development committee,NA,Noukailawa,0,0,26.01305104,6,2.624246569,123,0,0,0,0,0,0
3341,Sarlahi_Parsa,NPL.1.2.5.74_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Parsa,NA,Village development committee,Village development committee,NA,Parsa,0,0,4.325554742,2,0.330900019,41,0,0,0,0,0,0
3342,Sarlahi_Parwanipur,NPL.1.2.5.75_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Parwanipur,NA,Village development committee,Village development committee,NA,Parwanipur,3183.58,16,6756.283879,9,133.6025418,2491,1.71432855,143,301.9775979,0,0,0.00025
3343,Sarlahi_Pattharkot,NPL.1.2.5.76_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Pattharkot,NA,Village development committee,Village development committee,NA,Pattharkot,882.11,3,2265.198592,7,40.74974317,985,1.161634479,62,219.7001625,0,0,0.00051
3344,Sarlahi_Pidari,NPL.1.2.5.77_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Pidari,NA,Village development committee,Village development committee,NA,Pidari,0,0,11.86135974,3,0.472322445,48,0,0,0,0,0,0
3345,Sarlahi_Pidariya,NPL.1.2.5.78_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Pidariya,NA,Village development committee,Village development committee,NA,Pidariya,0,0,1.211979396,2,0.046277145,5,0,0,0,0,0,0
3346,Sarlahi_Pipariya,NPL.1.2.5.79_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Pipariya,NA,Village development committee,Village development committee,NA,Pipariya,0,0,38.76878139,3,1.434180772,121,0.033104844,3,42.63630956,0,0,0.00085
3347,Sarlahi_Rajghat,NPL.1.2.5.80_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Rajghat,NA,Village development committee,Village development committee,NA,Rajghat,435.54,6,135.0885341,11,6.544670421,422,0,0,0,0,0,0
3348,Sarlahi_Ramban,NPL.1.2.5.81_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Ramban,NA,Village development committee,Village development committee,NA,Ramban,0,0,0,0,0,0,0,0,0,0,0,0
3349,Sarlahi_RamnagarBahaur,NPL.1.2.5.82_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,RamnagarBahaur,NA,Village development committee,Village development committee,NA,RamnagarBahaur,0,0,0,0,0,0,0,0,0,0,0,0
3350,Sarlahi_Raniganj,NPL.1.2.5.83_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Raniganj,NA,Village development committee,Village development committee,NA,Raniganj,385.95,4,407.0727131,6,1.861769839,75,0.016550334,2,39.37192757,0,0,0.00004
3351,Sarlahi_Rohuwa,NPL.1.2.5.84_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Rohuwa,NA,Village development committee,Village development committee,NA,Rohuwa,0,0,5.760774831,2,0.462819738,25,0,0,0,0,0,0
3352,Sarlahi_Sakraul,NPL.1.2.5.85_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sakraul,NA,Village development committee,Village development committee,NA,Sakraul,0,0,0.966968938,2,0.014117955,10,0,0,0,0,0,0
3353,Sarlahi_Salempur,NPL.1.2.5.86_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Salempur,NA,Village development committee,Village development committee,NA,Salempur,0,0,26.67120893,7,1.31036319,110,0,0,0,0,0,0
3354,Sarlahi_Sangrampur,NPL.1.2.5.87_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sangrampur,NA,Village development committee,Village development committee,NA,Sangrampur,0,0,2.809533044,2,0.340188201,20,0,0,0,0,0,0
3355,Sarlahi_Sasapur,NPL.1.2.5.88_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sasapur,NA,Village development committee,Village development committee,NA,Sasapur,10,1,27.47127093,7,0.675111069,78,0,0,0,0,0,0
3356,Sarlahi_Shankarpur,NPL.1.2.5.89_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Shankarpur,NA,Village development committee,Village development committee,NA,Shankarpur,138.84,2,485.7517522,3,3.521227254,256,0.091009525,4,49.55225859,0,0,0.00019
3357,Sarlahi_Shreepur,NPL.1.2.5.90_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Shreepur,NA,Village development committee,Village development committee,NA,Shreepur,0,0,3.498782941,1,0.192653624,23,0,0,0,0,0,0
3358,Sarlahi_Sikhauna,NPL.1.2.5.91_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sikhauna,NA,Village development committee,Village development committee,NA,Sikhauna,0,0,0,0,0,0,0,0,0,0,0,0
3359,Sarlahi_Simara,NPL.1.2.5.92_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Simara,NA,Village development committee,Village development committee,NA,Simara,0,0,14.48652154,5,1.015385717,84,0,0,0,0,0,0
3360,Sarlahi_Sisotiya,NPL.1.2.5.93_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sisotiya,NA,Village development committee,Village development committee,NA,Sisotiya,0,0,0,0,0,0,0,0,0,0,0,0
3361,Sarlahi_Sisout,NPL.1.2.5.94_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sisout,NA,Village development committee,Village development committee,NA,Sisout,0,0,0,0,0,0,0,0,0,0,0,0
3362,Sarlahi_Sohadawa,NPL.1.2.5.95_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sohadawa,NA,Village development committee,Village development committee,NA,Sohadawa,0,0,1.23020176,1,0.140939355,9,0,0,0,0,0,0
3363,Sarlahi_Sudama,NPL.1.2.5.96_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sudama,NA,Village development committee,Village development committee,NA,Sudama,0,0,0,0,0,0,0,0,0,0,0,0
3364,Sarlahi_Sundarpur,NPL.1.2.5.97_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,Sundarpur,NA,Village development committee,Village development committee,NA,Sundarpur,0,0,2.336541861,1,0.323094455,19,0,0,0,0,0,0
3365,Sarlahi_SundarpurChuldawa,NPL.1.2.5.98_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,SundarpurChuldawa,NA,Village development committee,Village development committee,NA,SundarpurChuldawa,0,0,7.533152791,3,0.149564242,21,0,0,0,0,0,0
3366,Sarlahi_TribhuwanNagar,NPL.1.2.5.99_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.5_1,Sarlahi,TribhuwanNagar,NA,Village development committee,Village development committee,NA,TribhuwanNagar,0,0,2.569164588,2,0.269043548,15,0,0,0,0,0,0
3367,Sindhuli_Amale,NPL.1.2.6.1_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Amale,NA,Village development committee,Village development committee,NA,Amale,1504.86,7,3674.147582,2,78.98635798,1145,0.46211353,46,433.0994499,0,0,0.00013
3368,Sindhuli_Arunthakur,NPL.1.2.6.2_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Arunthakur,NA,Village development committee,Village development committee,NA,Arunthakur,1938.86,13,3852.221395,10,122.6674608,1835,11.37594588,340,210.2146777,0,0,0.00295
3369,Sindhuli_Bahuntilpung,NPL.1.2.6.3_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Bahuntilpung,NA,Village development committee,Village development committee,NA,Bahuntilpung,52.5,1,1883.743682,6,60.70933746,1317,1.511102423,77,185.425394,0,0,0.0008
3370,Sindhuli_Balajor,NPL.1.2.6.4_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Balajor,NA,Village development committee,Village development committee,NA,Balajor,170,1,2688.69589,2,123.4204197,1910,1.357830545,86,58.51848133,0,0,0.00051
3371,Sindhuli_Baseshwor,NPL.1.2.6.5_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Baseshwor,NA,Village development committee,Village development committee,NA,Baseshwor,481.91,4,1810.035057,7,70.21518515,1620,0.06597606,8,210.2065257,0,0,0.00004
3372,Sindhuli_Bastipur,NPL.1.2.6.6_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Bastipur,NA,Village development committee,Village development committee,NA,Bastipur,53.11,1,2459.07245,4,59.31122201,995,0.206258745,17,76.6036559,0,0,0.00008
3373,Sindhuli_Belghari,NPL.1.2.6.7_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Belghari,NA,Village development committee,Village development committee,NA,Belghari,1762.77,10,3211.637826,1,83.52413205,1257,26.80067252,1237,202.4262249,0,0,0.00834
3374,Sindhuli_Bhadrakali,NPL.1.2.6.8_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Bhadrakali,NA,Village development committee,Village development committee,NA,Bhadrakali,1375.55,9,4583.890471,1,99.1534726,1464,0.13207743,13,59.42337475,0,0,0.00003
3375,Sindhuli_Bhimeshwor,NPL.1.2.6.9_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Bhimeshwor,NA,Village development committee,Village development committee,NA,Bhimeshwor,974.72,7,873.3559564,3,33.10262937,731,5.563998441,205,75.06509,0,0,0.00637
3376,Sindhuli_Bhimsthan,NPL.1.2.6.10_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Bhimsthan,NA,Village development committee,Village development committee,NA,Bhimsthan,1342.53,9,3473.534127,3,73.83811238,1347,11.05954852,428,227.1659474,0,0,0.00318
3377,Sindhuli_BhuwaneshoriGwaltar,NPL.1.2.6.11_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,BhuwaneshoriGwaltar,NA,Village development committee,Village development committee,NA,BhuwaneshoriGwaltar,320.05,3,1185.670893,6,34.58521418,788,0.189846399,13,267.4720142,0,0,0.00016
3378,Sindhuli_BitijorBagaiya,NPL.1.2.6.12_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,BitijorBagaiya,NA,Village development committee,Village development committee,NA,BitijorBagaiya,0,0,2048.435341,7,53.30811204,1098,0.321908037,30,197.702101,0,0,0.00016
3379,Sindhuli_Dadiguranshe,NPL.1.2.6.13_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Dadiguranshe,NA,Village development committee,Village development committee,NA,Dadiguranshe,2740.17,20,6999.913816,6,78.05344651,1199,5.802447231,387,495.4262606,0,0,0.00083
3380,Sindhuli_Dudbhanjyang,NPL.1.2.6.14_1,NPL,Nepal,NPL.1_1,Central,NPL.1.2_1,Janakpur,NPL.1.2.6_1,Sindhuli,Dudbhanjyang,NA,Village development committee,Village development committee,NA,Dudbhanjyang,599.5,4,2985.530627,7,69.17095119,1673,1.108429469,64,139.170161,0,0,0.00037
